A_given,A_calc,A_diff,H_given,H_calc,H_diff,Result
0.672,0.653,-0.019,0.357,0.347,-0.01,0
0.688,0.66,-0.028,0.338,0.34,0.002,0
0.597,0.564,-0.033,0.429,0.436,0.007,0
0.515,0.42,-0.095,0.51,0.58,0.07,0
0.567,0.552,-0.015,0.463,0.448,-0.015,0
0.467,0.432,-0.035,0.554,0.568,0.014,0
0.615,0.599,-0.016,0.417,0.401,-0.016,0
0.677,0.608,-0.069,0.351,0.392,0.041,0
0.548,0.556,0.008,0.474,0.444,-0.03,0
0.505,0.494,-0.011,0.519,0.506,-0.013,1
0.573,0.589,0.016,0.457,0.411,-0.046,1
0.422,0.422,0,0.603,0.578,-0.025,1
0.661,0.648,-0.013,0.364,0.352,-0.012,0
0.615,0.574,-0.041,0.417,0.426,0.009,0
0.552,0.578,0.026,0.469,0.422,-0.047,1
0.437,0.424,-0.013,0.59,0.576,-0.014,0
0.605,0.624,0.019,0.42,0.376,-0.044,1
0.531,0.522,-0.009,0.493,0.478,-0.015,1
0.488,0.496,0.008,0.535,0.504,-0.031,1
0.652,0.668,0.016,0.375,0.332,-0.043,0
0.517,0.495,-0.022,0.507,0.505,-0.002,1
0.58,0.571,-0.009,0.448,0.429,-0.019,1
0.412,0.402,-0.01,0.612,0.598,-0.014,1
0.649,0.642,-0.007,0.377,0.358,-0.019,0
0.533,0.536,0.003,0.49,0.464,-0.026,1
0.502,0.476,-0.026,0.522,0.524,0.002,1
0.558,0.504,-0.054,0.474,0.496,0.022,0
0.377,0.371,-0.006,0.649,0.629,-0.02,1
0.554,0.541,-0.013,0.467,0.459,-0.008,0
0.659,0.627,-0.032,0.366,0.373,0.007,0
0.558,0.551,-0.007,0.474,0.449,-0.025,1
0.623,0.597,-0.026,0.408,0.403,-0.005,1
0.588,0.584,-0.004,0.439,0.416,-0.023,0
0.452,0.424,-0.028,0.576,0.576,0,1
0.642,0.639,-0.003,0.386,0.361,-0.025,0
0.528,0.52,-0.008,0.495,0.48,-0.015,0
0.526,0.506,-0.02,0.498,0.494,-0.004,0
0.403,0.398,-0.005,0.627,0.602,-0.025,1
0.569,0.535,-0.034,0.461,0.465,0.004,0
0.498,0.487,-0.011,0.526,0.513,-0.013,1
0.472,0.46,-0.012,0.559,0.54,-0.019,0
0.683,0.661,-0.022,0.345,0.339,-0.006,0
0.526,0.521,-0.005,0.498,0.479,-0.019,1
0.662,0.696,0.034,0.362,0.304,-0.058,0
0.463,0.438,-0.025,0.567,0.562,-0.005,0
0.483,0.461,-0.022,0.539,0.539,0,0
0.498,0.504,0.006,0.526,0.496,-0.03,0
0.634,0.643,0.009,0.395,0.357,-0.038,0
0.592,0.597,0.005,0.435,0.403,-0.032,0
0.498,0.481,-0.017,0.526,0.519,-0.007,1
0.583,0.521,-0.062,0.444,0.479,0.035,0
0.569,0.572,0.003,0.461,0.428,-0.033,1
0.643,0.585,-0.058,0.385,0.415,0.03,1
0.561,0.566,0.005,0.469,0.434,-0.035,1
0.397,0.378,-0.019,0.632,0.622,-0.01,0
0.517,0.564,0.047,0.507,0.436,-0.071,1
0.593,0.575,-0.018,0.433,0.425,-0.008,1
0.429,0.468,0.039,0.597,0.532,-0.065,1
0.706,0.679,-0.027,0.323,0.321,-0.002,0
0.558,0.558,0,0.474,0.442,-0.032,0
0.469,0.464,-0.005,0.552,0.536,-0.016,0
0.6,0.427,-0.173,0.426,0.573,0.147,1
0.522,0.511,-0.011,0.502,0.489,-0.013,0
0.563,0.54,-0.023,0.467,0.46,-0.007,1
0.369,0.373,0.004,0.656,0.627,-0.029,0
0.548,0.56,0.012,0.474,0.44,-0.034,1
0.627,0.693,0.066,0.403,0.307,-0.096,0
0.328,0.367,0.039,0.697,0.633,-0.064,0
0.548,0.54,-0.008,0.474,0.46,-0.014,0
0.526,0.589,0.063,0.498,0.411,-0.087,0
0.578,0.573,-0.005,0.45,0.427,-0.023,1
0.505,0.54,0.035,0.519,0.46,-0.059,1
0.631,0.592,-0.039,0.398,0.408,0.01,1
0.485,0.472,-0.013,0.537,0.528,-0.009,0
0.531,0.53,-0.001,0.493,0.47,-0.023,1
0.481,0.46,-0.021,0.541,0.54,-0.001,0
0.615,0.621,0.006,0.417,0.379,-0.038,0
0.595,0.382,-0.213,0.431,0.618,0.187,0
0.638,0.616,-0.022,0.391,0.384,-0.007,1
0.571,0.567,-0.004,0.459,0.433,-0.026,0
0.37,0.366,-0.004,0.655,0.634,-0.021,1
0.658,0.639,-0.019,0.368,0.361,-0.007,0
0.528,0.554,0.026,0.495,0.446,-0.049,1
0.488,0.482,-0.006,0.535,0.518,-0.017,0
0.636,0.64,0.004,0.392,0.36,-0.032,0
0.678,0.662,-0.016,0.35,0.338,-0.012,0
0.495,0.499,0.004,0.528,0.501,-0.027,0
0.472,0.452,-0.02,0.559,0.548,-0.011,1
0.585,0.57,-0.015,0.442,0.43,-0.012,1
0.533,0.522,-0.011,0.49,0.478,-0.012,1
0.554,0.526,-0.028,0.467,0.474,0.007,1
0.517,0.53,0.013,0.507,0.47,-0.037,1
0.478,0.478,0,0.543,0.522,-0.021,1
0.55,0.553,0.003,0.472,0.447,-0.025,1
0.526,0.535,0.009,0.498,0.465,-0.033,1
0.515,0.506,-0.009,0.51,0.494,-0.016,0
0.522,0.526,0.004,0.502,0.474,-0.028,1
0.469,0.46,-0.009,0.561,0.54,-0.021,0
0.683,0.703,0.02,0.345,0.297,-0.048,1
0.655,0.673,0.018,0.37,0.327,-0.043,0
0.563,0.538,-0.025,0.467,0.462,-0.005,1
0.528,0.518,-0.01,0.495,0.482,-0.013,1
0.59,0.606,0.016,0.437,0.394,-0.043,0
0.467,0.46,-0.007,0.554,0.54,-0.014,0
0.672,0.652,-0.02,0.357,0.348,-0.009,0
0.632,0.621,-0.011,0.397,0.379,-0.018,0
0.452,0.456,0.004,0.576,0.544,-0.032,1
0.522,0.524,0.002,0.502,0.476,-0.026,0
0.595,0.575,-0.02,0.431,0.425,-0.006,0
0.71,0.648,-0.062,0.317,0.352,0.035,0
0.554,0.555,0.001,0.467,0.445,-0.022,1
0.576,0.567,-0.009,0.452,0.433,-0.019,1
0.526,0.518,-0.008,0.498,0.482,-0.016,1
0.661,0.625,-0.036,0.364,0.375,0.011,0
0.692,0.703,0.011,0.333,0.297,-0.036,0
0.595,0.629,0.034,0.431,0.371,-0.06,0
0.398,0.356,-0.042,0.631,0.644,0.013,1
0.5,0.509,0.009,0.524,0.491,-0.033,1
0.624,0.598,-0.026,0.407,0.402,-0.005,0
0.552,0.551,-0.001,0.469,0.449,-0.02,1
0.474,0.492,0.018,0.548,0.508,-0.04,1
0.618,0.616,-0.002,0.413,0.384,-0.029,1
0.587,0.601,0.014,0.441,0.399,-0.042,1
0.645,0.645,0,0.382,0.355,-0.027,0
0.567,0.539,-0.028,0.463,0.461,-0.002,1
0.512,0.515,0.003,0.512,0.485,-0.027,1
0.685,0.667,-0.018,0.342,0.333,-0.009,0
0.567,0.567,0,0.463,0.433,-0.03,0
0.75,0.729,-0.021,0.278,0.271,-0.007,0
0.627,0.631,0.004,0.403,0.369,-0.034,1
0.485,0.486,0.001,0.537,0.514,-0.023,1
0.592,0.581,-0.011,0.435,0.419,-0.016,0
0.543,0.539,-0.004,0.478,0.461,-0.017,0
0.605,0.577,-0.028,0.42,0.423,0.003,0
0.66,0.67,0.01,0.365,0.33,-0.035,1
0.522,0.582,0.06,0.502,0.418,-0.084,0
0.531,0.521,-0.01,0.493,0.479,-0.014,0
0.609,0.592,-0.017,0.415,0.408,-0.007,1
0.533,0.526,-0.007,0.49,0.474,-0.016,1
0.517,0.53,0.013,0.507,0.47,-0.037,1
0.59,0.582,-0.008,0.437,0.418,-0.019,0
0.624,0.66,0.036,0.407,0.34,-0.067,0
0.667,0.66,-0.007,0.364,0.34,-0.024,0
0.517,0.498,-0.019,0.507,0.502,-0.005,0
0.574,0.521,-0.053,0.455,0.479,0.024,1
0.571,0.511,-0.06,0.459,0.489,0.03,1
0.435,0.391,-0.044,0.592,0.609,0.017,1
0.718,0.674,-0.044,0.308,0.326,0.018,0
0.517,0.567,0.05,0.507,0.433,-0.074,1
0.498,0.465,-0.033,0.526,0.535,0.009,0
0.574,0.531,-0.043,0.455,0.469,0.014,0
0.51,0.463,-0.047,0.515,0.537,0.022,1
0.588,0.582,-0.006,0.439,0.418,-0.021,0
0.621,0.588,-0.033,0.41,0.412,0.002,1
0.634,0.627,-0.007,0.395,0.373,-0.022,1
0.606,0.593,-0.013,0.418,0.407,-0.011,0
0.444,0.451,0.007,0.583,0.549,-0.034,1
0.592,0.602,0.01,0.435,0.398,-0.037,0
0.559,0.509,-0.05,0.472,0.491,0.019,0
0.512,0.53,0.018,0.512,0.47,-0.042,0
0.73,0.737,0.007,0.299,0.263,-0.036,0
0.561,0.537,-0.024,0.469,0.463,-0.006,0
0.461,0.47,0.009,0.569,0.53,-0.039,0
0.535,0.532,-0.003,0.488,0.468,-0.02,0
0.58,0.556,-0.024,0.448,0.444,-0.004,0
0.51,0.497,-0.013,0.515,0.503,-0.012,1
0.531,0.54,0.009,0.493,0.46,-0.033,0
0.526,0.505,-0.021,0.498,0.495,-0.003,0
0.623,0.608,-0.015,0.408,0.392,-0.016,1
0.478,0.482,0.004,0.543,0.518,-0.025,1
0.668,0.669,0.001,0.362,0.331,-0.031,0
0.478,0.466,-0.012,0.543,0.534,-0.009,0
0.585,0.556,-0.029,0.442,0.444,0.002,0
0.563,0.522,-0.041,0.467,0.478,0.011,0
0.502,0.508,0.006,0.522,0.492,-0.03,1
0.424,0.421,-0.003,0.602,0.579,-0.023,0
0.592,0.609,0.017,0.435,0.391,-0.044,1
0.498,0.495,-0.003,0.526,0.505,-0.021,1
0.567,0.582,0.015,0.463,0.418,-0.045,0
0.574,0.564,-0.01,0.455,0.436,-0.019,0
0.677,0.694,0.017,0.351,0.306,-0.045,0
0.615,0.603,-0.012,0.417,0.397,-0.02,0
0.548,0.59,0.042,0.474,0.41,-0.064,1
0.638,0.568,-0.07,0.391,0.432,0.041,1
0.649,0.669,0.02,0.377,0.331,-0.046,0
0.558,0.567,0.009,0.474,0.433,-0.041,0
0.656,0.647,-0.009,0.369,0.353,-0.016,1
0.49,0.477,-0.013,0.533,0.523,-0.01,0
0.512,0.524,0.012,0.512,0.476,-0.036,1
0.697,0.676,-0.021,0.328,0.324,-0.004,0
0.498,0.478,-0.02,0.526,0.522,-0.004,0
0.621,0.655,0.034,0.41,0.345,-0.065,0
0.515,0.465,-0.05,0.51,0.535,0.025,1
0.502,0.519,0.017,0.522,0.481,-0.041,1
0.49,0.39,-0.1,0.533,0.61,0.077,0
0.569,0.515,-0.054,0.461,0.485,0.024,0
0.345,0.383,0.038,0.683,0.617,-0.066,0
0.722,0.731,0.009,0.303,0.269,-0.034,0
0.408,0.377,-0.031,0.623,0.623,0,0
0.512,0.553,0.041,0.512,0.447,-0.065,0
0.567,0.553,-0.014,0.463,0.447,-0.016,1
0.512,0.483,-0.029,0.512,0.517,0.005,1
0.485,0.422,-0.063,0.537,0.578,0.041,1
0.595,0.553,-0.042,0.431,0.447,0.016,1
0.677,0.651,-0.026,0.351,0.349,-0.002,0
0.558,0.545,-0.013,0.474,0.455,-0.019,1
0.543,0.566,0.023,0.478,0.434,-0.044,0
0.548,0.575,0.027,0.474,0.425,-0.049,1
0.483,0.444,-0.039,0.539,0.556,0.017,1
0.569,0.576,0.007,0.461,0.424,-0.037,0
0.433,0.408,-0.025,0.593,0.592,-0.001,0
0.561,0.558,-0.003,0.469,0.442,-0.027,1
0.63,0.624,-0.006,0.4,0.376,-0.024,0
0.403,0.36,-0.043,0.627,0.64,0.013,1
0.507,0.501,-0.006,0.517,0.499,-0.018,0
0.4,0.379,-0.021,0.63,0.621,-0.009,1
0.459,0.458,-0.001,0.571,0.542,-0.029,0
0.517,0.468,-0.049,0.507,0.532,0.025,1
0.672,0.687,0.015,0.357,0.313,-0.044,0
0.598,0.583,-0.015,0.427,0.417,-0.01,1
0.543,0.543,0,0.478,0.457,-0.021,0
0.519,0.53,0.011,0.505,0.47,-0.035,1
0.351,0.365,0.014,0.677,0.635,-0.042,0
0.543,0.523,-0.02,0.478,0.477,-0.001,0
0.667,0.669,0.002,0.364,0.331,-0.033,1
0.569,0.542,-0.027,0.461,0.458,-0.003,0
0.415,0.452,0.037,0.617,0.548,-0.069,1
0.439,0.391,-0.048,0.588,0.609,0.021,1
0.609,0.603,-0.006,0.415,0.397,-0.018,1
0.526,0.522,-0.004,0.498,0.478,-0.02,0
0.431,0.411,-0.02,0.595,0.589,-0.006,1
0.452,0.437,-0.015,0.576,0.563,-0.013,1
0.535,0.52,-0.015,0.488,0.48,-0.008,1
0.539,0.509,-0.03,0.483,0.491,0.008,0
0.541,0.54,-0.001,0.481,0.46,-0.021,0
0.647,0.651,0.004,0.38,0.349,-0.031,0
0.474,0.529,0.055,0.548,0.471,-0.077,1
0.583,0.566,-0.017,0.444,0.434,-0.01,1
0.502,0.506,0.004,0.522,0.494,-0.028,0
0.692,0.671,-0.021,0.333,0.329,-0.004,0
0.469,0.511,0.042,0.552,0.489,-0.063,0
0.6,0.637,0.037,0.426,0.363,-0.063,1
0.515,0.495,-0.02,0.51,0.505,-0.005,1
0.558,0.536,-0.022,0.474,0.464,-0.01,1
0.649,0.704,0.055,0.377,0.296,-0.081,0
0.537,0.531,-0.006,0.485,0.469,-0.016,0
0.558,0.581,0.023,0.474,0.419,-0.055,1
0.524,0.491,-0.033,0.5,0.509,0.009,1
0.543,0.534,-0.009,0.478,0.466,-0.012,0
0.357,0.354,-0.003,0.672,0.646,-0.026,1
0.495,0.483,-0.012,0.528,0.517,-0.011,0
0.472,0.455,-0.017,0.55,0.545,-0.005,0
0.469,0.492,0.023,0.561,0.508,-0.053,0
0.667,0.664,-0.003,0.364,0.336,-0.028,0
0.474,0.362,-0.112,0.548,0.638,0.09,1
0.498,0.484,-0.014,0.526,0.516,-0.01,0
0.561,0.532,-0.029,0.469,0.468,-0.001,1
0.481,0.47,-0.011,0.541,0.53,-0.011,0
0.437,0.393,-0.044,0.59,0.607,0.017,1
0.585,0.608,0.023,0.442,0.392,-0.05,0
0.598,0.604,0.006,0.427,0.396,-0.031,0
0.459,0.47,0.011,0.571,0.53,-0.041,0
0.415,0.398,-0.017,0.617,0.602,-0.015,1
0.505,0.507,0.002,0.519,0.493,-0.026,1
0.643,0.652,0.009,0.385,0.348,-0.037,1
0.587,0.594,0.007,0.441,0.406,-0.035,0
0.595,0.615,0.02,0.431,0.385,-0.046,1
0.391,0.337,-0.054,0.638,0.663,0.025,1
0.375,0.383,0.008,0.652,0.617,-0.035,0
0.569,0.551,-0.018,0.461,0.449,-0.012,0
0.474,0.464,-0.01,0.548,0.536,-0.012,1
0.51,0.492,-0.018,0.515,0.508,-0.007,0
0.519,0.53,0.011,0.505,0.47,-0.035,0
0.537,0.526,-0.011,0.485,0.474,-0.011,0
0.528,0.528,0,0.495,0.472,-0.023,1
0.548,0.56,0.012,0.474,0.44,-0.034,1
0.583,0.589,0.006,0.444,0.411,-0.033,0
0.498,0.499,0.001,0.526,0.501,-0.025,0
0.437,0.446,0.009,0.59,0.554,-0.036,0
0.444,0.415,-0.029,0.583,0.585,0.002,1
0.636,0.65,0.014,0.392,0.35,-0.042,0
0.519,0.513,-0.006,0.505,0.487,-0.018,0
0.722,0.739,0.017,0.303,0.261,-0.042,0
0.373,0.361,-0.012,0.653,0.639,-0.014,1
0.444,0.369,-0.075,0.583,0.631,0.048,1
0.435,0.323,-0.112,0.592,0.677,0.085,1
0.457,0.413,-0.044,0.573,0.587,0.014,1
0.567,0.57,0.003,0.463,0.43,-0.033,0
0.502,0.504,0.002,0.522,0.496,-0.026,1
0.417,0.366,-0.051,0.615,0.634,0.019,0
0.571,0.574,0.003,0.459,0.426,-0.033,1
0.461,0.413,-0.048,0.569,0.587,0.018,1
0.537,0.512,-0.025,0.485,0.488,0.003,0
0.587,0.573,-0.014,0.441,0.427,-0.014,1
0.467,0.202,-0.265,0.563,0.798,0.235,1
0.507,0.485,-0.022,0.517,0.515,-0.002,0
0.455,0.392,-0.063,0.574,0.608,0.034,0
0.51,0.481,-0.029,0.515,0.519,0.004,1
0.531,0.506,-0.025,0.493,0.494,0.001,0
0.672,0.661,-0.011,0.357,0.339,-0.018,0
0.606,0.575,-0.031,0.418,0.425,0.007,0
0.502,0.517,0.015,0.522,0.483,-0.039,1
0.554,0.534,-0.02,0.467,0.466,-0.001,1
0.632,0.592,-0.04,0.397,0.408,0.011,1
0.59,0.579,-0.011,0.437,0.421,-0.016,1
0.474,0.211,-0.263,0.548,0.789,0.241,0
0.472,0.476,0.004,0.559,0.524,-0.035,0
0.659,0.687,0.028,0.366,0.313,-0.053,0
0.541,0.539,-0.002,0.481,0.461,-0.02,0
0.452,0.438,-0.014,0.576,0.562,-0.014,0
0.512,0.518,0.006,0.512,0.482,-0.03,0
0.624,0.59,-0.034,0.407,0.41,0.003,0
0.512,0.524,0.012,0.512,0.476,-0.036,0
0.571,0.579,0.008,0.459,0.421,-0.038,0
0.667,0.612,-0.055,0.364,0.388,0.024,1
0.531,0.514,-0.017,0.493,0.486,-0.007,0
0.683,0.683,0,0.345,0.317,-0.028,0
0.498,0.495,-0.003,0.526,0.505,-0.021,1
0.505,0.491,-0.014,0.519,0.509,-0.01,0
0.655,0.663,0.008,0.37,0.337,-0.033,0
0.574,0.554,-0.02,0.455,0.446,-0.009,0
0.522,0.565,0.043,0.502,0.435,-0.067,0
0.502,0.467,-0.035,0.522,0.533,0.011,1
0.502,0.52,0.018,0.522,0.48,-0.042,0
0.608,0.623,0.015,0.417,0.377,-0.04,0
0.595,0.58,-0.015,0.431,0.42,-0.011,1
0.495,0.443,-0.052,0.528,0.557,0.029,0
0.498,0.498,0,0.526,0.502,-0.024,1
0.571,0.552,-0.019,0.459,0.448,-0.011,0
0.588,0.58,-0.008,0.439,0.42,-0.019,1
0.543,0.569,0.026,0.478,0.431,-0.047,0
0.655,0.619,-0.036,0.37,0.381,0.011,1
0.667,0.695,0.028,0.364,0.305,-0.059,1
0.554,0.567,0.013,0.467,0.433,-0.034,0
0.63,0.649,0.019,0.4,0.351,-0.049,0
0.37,0.334,-0.036,0.655,0.666,0.011,1
0.526,0.519,-0.007,0.498,0.481,-0.017,1
0.6,0.578,-0.022,0.426,0.422,-0.004,0
0.59,0.538,-0.052,0.437,0.462,0.025,1
0.561,0.563,0.002,0.469,0.437,-0.032,1
0.488,0.489,0.001,0.535,0.511,-0.024,0
0.649,0.704,0.055,0.377,0.296,-0.081,0
0.585,0.592,0.007,0.442,0.408,-0.034,1
0.671,0.574,-0.097,0.358,0.426,0.068,0
0.75,0.76,0.01,0.278,0.24,-0.038,0
0.571,0.531,-0.04,0.459,0.469,0.01,0
0.571,0.569,-0.002,0.459,0.431,-0.028,0
0.63,0.647,0.017,0.4,0.353,-0.047,0
0.627,0.591,-0.036,0.403,0.409,0.006,1
0.483,0.477,-0.006,0.539,0.523,-0.016,0
0.643,0.65,0.007,0.385,0.35,-0.035,1
0.539,0.531,-0.008,0.483,0.469,-0.014,0
0.571,0.55,-0.021,0.459,0.45,-0.009,1
0.706,0.716,0.01,0.323,0.284,-0.039,0
0.583,0.525,-0.058,0.444,0.475,0.031,1
0.485,0.492,0.007,0.537,0.508,-0.029,0
0.519,0.565,0.046,0.505,0.435,-0.07,1
0.694,0.664,-0.03,0.331,0.336,0.005,0
0.6,0.597,-0.003,0.426,0.403,-0.023,0
0.522,0.495,-0.027,0.502,0.505,0.003,0
0.661,0.625,-0.036,0.364,0.375,0.011,0
0.502,0.461,-0.041,0.522,0.539,0.017,1
0.655,0.666,0.011,0.37,0.334,-0.036,0
0.692,0.705,0.013,0.333,0.295,-0.038,1
0.722,0.734,0.012,0.303,0.266,-0.037,0
0.474,0.434,-0.04,0.558,0.566,0.008,1
0.623,0.612,-0.011,0.408,0.388,-0.02,1
0.625,0.606,-0.019,0.405,0.394,-0.011,1
0.478,0.473,-0.005,0.543,0.527,-0.016,1
0.398,0.367,-0.031,0.631,0.633,0.002,1
0.585,0.574,-0.011,0.442,0.426,-0.016,1
0.63,0.663,0.033,0.4,0.337,-0.063,0
0.58,0.525,-0.055,0.448,0.475,0.027,0
0.701,0.638,-0.063,0.324,0.362,0.038,0
0.643,0.636,-0.007,0.385,0.364,-0.021,0
0.6,0.593,-0.007,0.426,0.407,-0.019,0
0.623,0.598,-0.025,0.408,0.402,-0.006,1
0.638,0.629,-0.009,0.391,0.371,-0.02,0
0.655,0.638,-0.017,0.37,0.362,-0.008,0
0.677,0.657,-0.02,0.351,0.343,-0.008,0
0.643,0.647,0.004,0.385,0.353,-0.032,1
0.617,0.604,-0.013,0.415,0.396,-0.019,1
0.563,0.569,0.006,0.467,0.431,-0.036,0
0.726,0.702,-0.024,0.303,0.298,-0.005,1
0.519,0.518,-0.001,0.505,0.482,-0.023,1
0.708,0.688,-0.02,0.319,0.312,-0.007,1
0.561,0.568,0.007,0.469,0.432,-0.037,0
0.567,0.58,0.013,0.463,0.42,-0.043,0
0.55,0.526,-0.024,0.472,0.474,0.002,0
0.55,0.508,-0.042,0.472,0.492,0.02,1
0.556,0.536,-0.02,0.476,0.464,-0.012,1
0.485,0.379,-0.106,0.537,0.621,0.084,0
0.448,0.329,-0.119,0.58,0.671,0.091,1
0.701,0.661,-0.04,0.328,0.339,0.011,0
0.655,0.651,-0.004,0.37,0.349,-0.021,0
0.535,0.538,0.003,0.488,0.462,-0.026,0
0.459,0.456,-0.003,0.571,0.544,-0.027,1
0.531,0.511,-0.02,0.493,0.489,-0.004,1
0.519,0.511,-0.008,0.505,0.489,-0.016,0
0.605,0.637,0.032,0.42,0.363,-0.057,1
0.467,0.394,-0.073,0.554,0.606,0.052,0
0.498,0.496,-0.002,0.526,0.504,-0.022,0
0.652,0.614,-0.038,0.375,0.386,0.011,1
0.474,0.43,-0.044,0.558,0.57,0.012,0
0.559,0.532,-0.027,0.472,0.468,-0.004,0
0.75,0.727,-0.023,0.278,0.273,-0.005,0
0.385,0.316,-0.069,0.643,0.684,0.041,1
0.51,0.481,-0.029,0.515,0.519,0.004,1
0.528,0.48,-0.048,0.495,0.52,0.025,1
0.618,0.6,-0.018,0.413,0.4,-0.013,0
0.535,0.479,-0.056,0.488,0.521,0.033,0
0.639,0.658,0.019,0.389,0.342,-0.047,1
0.498,0.474,-0.024,0.526,0.526,0,1
0.474,0.461,-0.013,0.548,0.539,-0.009,0
0.638,0.653,0.015,0.391,0.347,-0.044,1
0.592,0.575,-0.017,0.435,0.425,-0.01,0
0.463,0.399,-0.064,0.567,0.601,0.034,1
0.592,0.613,0.021,0.435,0.387,-0.048,0
0.563,0.552,-0.011,0.467,0.448,-0.019,1
0.435,0.42,-0.015,0.592,0.58,-0.012,0
0.627,0.623,-0.004,0.403,0.377,-0.026,0
0.615,0.584,-0.031,0.417,0.416,-0.001,1
0.478,0.531,0.053,0.543,0.469,-0.074,1
0.543,0.528,-0.015,0.478,0.472,-0.006,1
0.574,0.496,-0.078,0.455,0.504,0.049,1
0.481,0.45,-0.031,0.541,0.55,0.009,1
0.598,0.585,-0.013,0.427,0.415,-0.012,1
0.621,0.625,0.004,0.41,0.375,-0.035,0
0.574,0.563,-0.011,0.455,0.437,-0.018,0
0.442,0.403,-0.039,0.585,0.597,0.012,0
0.615,0.587,-0.028,0.417,0.413,-0.004,0
0.519,0.528,0.009,0.505,0.472,-0.033,0
0.526,0.42,-0.106,0.498,0.58,0.082,1
0.507,0.464,-0.043,0.517,0.536,0.019,0
0.299,0.297,-0.002,0.73,0.703,-0.027,0
0.507,0.455,-0.052,0.517,0.545,0.028,1
0.552,0.474,-0.078,0.469,0.526,0.057,1
0.405,0.436,0.031,0.625,0.564,-0.061,1
0.429,0.396,-0.033,0.597,0.604,0.007,1
0.526,0.494,-0.032,0.498,0.506,0.008,1
0.614,0.565,-0.049,0.41,0.435,0.025,0
0.548,0.531,-0.017,0.474,0.469,-0.005,0
0.672,0.691,0.019,0.357,0.309,-0.048,1
0.567,0.551,-0.016,0.463,0.449,-0.014,0
0.49,0.493,0.003,0.533,0.507,-0.026,0
0.567,0.572,0.005,0.463,0.428,-0.035,1
0.42,0.38,-0.04,0.605,0.62,0.015,1
0.467,0.425,-0.042,0.563,0.575,0.012,0
0.522,0.471,-0.051,0.502,0.529,0.027,1
0.459,0.395,-0.064,0.571,0.605,0.034,1
0.661,0.663,0.002,0.364,0.337,-0.027,0
0.467,0.412,-0.055,0.563,0.588,0.025,1
0.431,0.458,0.027,0.595,0.542,-0.053,1
0.627,0.626,-0.001,0.403,0.374,-0.029,1
0.524,0.495,-0.029,0.5,0.505,0.005,0
0.398,0.391,-0.007,0.631,0.609,-0.022,1
0.478,0.487,0.009,0.543,0.513,-0.03,0
0.701,0.667,-0.034,0.328,0.333,0.005,1
0.478,0.481,0.003,0.543,0.519,-0.024,1
0.474,0.463,-0.011,0.548,0.537,-0.011,0
0.493,0.47,-0.023,0.531,0.53,-0.001,1
0.574,0.58,0.006,0.455,0.42,-0.035,0
0.531,0.52,-0.011,0.493,0.48,-0.013,0
0.593,0.541,-0.052,0.433,0.459,0.026,0
0.533,0.536,0.003,0.49,0.464,-0.026,0
0.481,0.488,0.007,0.541,0.512,-0.029,1
0.563,0.573,0.01,0.467,0.427,-0.04,0
0.392,0.443,0.051,0.636,0.557,-0.079,1
0.382,0.332,-0.05,0.645,0.668,0.023,1
0.522,0.52,-0.002,0.502,0.48,-0.022,0
0.526,0.529,0.003,0.498,0.471,-0.027,1
0.615,0.594,-0.021,0.417,0.406,-0.011,0
0.644,0.613,-0.031,0.383,0.387,0.004,0
0.692,0.667,-0.025,0.333,0.333,0,0
0.512,0.5,-0.012,0.512,0.5,-0.012,1
0.559,0.613,0.054,0.472,0.387,-0.085,1
0.439,0.439,0,0.588,0.561,-0.027,1
0.658,0.67,0.012,0.368,0.33,-0.038,1
0.498,0.487,-0.011,0.526,0.513,-0.013,1
0.457,0.386,-0.071,0.573,0.614,0.041,0
0.512,0.536,0.024,0.512,0.464,-0.048,0
0.512,0.516,0.004,0.512,0.484,-0.028,0
0.442,0.429,-0.013,0.585,0.571,-0.014,0
0.467,0.422,-0.045,0.563,0.578,0.015,1
0.677,0.658,-0.019,0.351,0.342,-0.009,0
0.753,0.769,0.016,0.274,0.231,-0.043,0
0.408,0.273,-0.135,0.623,0.727,0.104,1
0.474,0.47,-0.004,0.558,0.53,-0.028,1
0.498,0.475,-0.023,0.526,0.525,-0.001,0
0.412,0.362,-0.05,0.612,0.638,0.026,1
0.578,0.602,0.024,0.45,0.398,-0.052,0
0.597,0.523,-0.074,0.429,0.477,0.048,1
0.415,0.405,-0.01,0.617,0.595,-0.022,1
0.469,0.451,-0.018,0.552,0.549,-0.003,1
0.526,0.449,-0.077,0.498,0.551,0.053,1
0.548,0.532,-0.016,0.474,0.468,-0.006,1
0.662,0.674,0.012,0.362,0.326,-0.036,0
0.558,0.213,-0.345,0.474,0.787,0.313,0
0.687,0.615,-0.072,0.34,0.385,0.045,0
0.747,0.774,0.027,0.282,0.226,-0.056,1
0.417,0.33,-0.087,0.608,0.67,0.062,0
0.463,0.456,-0.007,0.567,0.544,-0.023,0
0.64,0.642,0.002,0.388,0.358,-0.03,0
0.377,0.368,-0.009,0.649,0.632,-0.017,1
0.531,0.549,0.018,0.493,0.451,-0.042,1
0.543,0.513,-0.03,0.478,0.487,0.009,0
0.588,0.577,-0.011,0.439,0.423,-0.016,0
0.45,0.445,-0.005,0.578,0.555,-0.023,0
0.673,0.68,0.007,0.356,0.32,-0.036,1
0.467,0.477,0.01,0.563,0.523,-0.04,1
